show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s460,TV Show,Secret Truth,,"Actor 27, Actor 104",Canada,"April 16, 2021",2020,NR,9 Seasons,International TV Shows,A gripping tale about love.
s461,Movie,Broken Story,Elena Petrova,"Actor 209, Actor 120",,"September 19, 2021",2020,TV-14,91 min,"Horror Movies, Sci-Fi & Fantasy, Documentaries",A thrilling tale about ambition.
s462,Movie,A Empire,,"Actor 105, Actor 73, Actor 192, Actor 277, Actor 87, Actor 126",Germany,"August 2, 2021",2021,TV-MA,164 min,"Reality TV, Anime Series",A thrilling tale about revenge.
s463,Movie,Final Echo,Elena Petrova,"Actor 129, Actor 195, Actor 180, Actor 109",Brazil,"January 6, 2021",2020,NR,132 min,International TV Shows,A gripping tale about survival.
s464,TV Show,Rising Journey,,"Actor 144, Actor 222, Actor 108, Actor 259, Actor 163, Actor 176",Mexico,"May 8, 2019",2016,PG,6 Seasons,"Anime Series, Crime TV Shows",A gripping tale about revenge.
s465,Movie,The Heart,Elena Petrova,"Actor 5, Actor 89",South Korea,"July 18, 2021",2018,TV-14,160 min,"Horror Movies, Comedies, Kids' TV",A gripping tale about survival.
s466,Movie,Midnight Empire,David Lee,"Actor 184, Actor 199, Actor 91, Actor 5, Actor 64, Actor 237",Japan,"January 8, 2021",2021,TV-MA,157 min,"Horror Movies, Stand-Up Comedy",A thrilling tale about revenge.
s467,Movie,Hidden Storm,Tom Bennett,"Actor 120, Actor 253, Actor 186",United States,"April 1, 2020",2016,R,165 min,"Romantic Movies, Comedies, International TV Shows",A dark tale about ambition.
s468,Movie,Silent Legacy,,"Actor 290, Actor 90, Actor 34, Actor 66, Actor 34, Actor 66",France,"September 24, 2021",2021,PG-13,84 min,"Dramas, Stand-Up Comedy, Horror Movies",A dark tale about ambition.
s469,Movie,Silent Echo,Elena Petrova,"Actor 219, Actor 27",,"July 9, 2021",2021,TV-14,147 min,"Thrillers, Sports Movies, Crime TV Shows",A dark tale about family.
s470,TV Show,Beyond Kingdom,,"Actor 216, Actor 273, Actor 230, Actor 162",United States,"February 19, 2019",2017,TV-MA,4 Seasons,Sports Movies,A heartwarming tale about revenge.
s471,Movie,Secret Story,,"Actor 15, Actor 246",South Korea,"November 11, 2021",2020,PG-13,91 min,Thrillers,A heartwarming tale about love.
s472,TV Show,Rising Dream,,"Actor 122, Actor 38, Actor 225, Actor 49, Actor 229, Actor 297",India,"January 13, 2012",2012,PG,2 Seasons,Sports Movies,A quirky tale about family.
s473,Movie,Eternal Truth,Susan Carter,"Actor 29, Actor 287",United States,"July 4, 2019",2016,TV-Y,89 min,"Sci-Fi & Fantasy, Horror Movies, Anime Series",A gripping tale about survival.
s474,Movie,Forgotten Truth,,"Actor 52, Actor 174, Actor 14, Actor 233, Actor 265, Actor 169",Brazil,"January 20, 2015",2015,TV-14,135 min,Sports Movies,A dark tale about revenge.
s475,Movie,Secret Dream,David Lee,"Actor 228, Actor 96, Actor 125, Actor 71, Actor 23",United States,"July 17, 2017",2013,PG,99 min,"Sports Movies, Kids' TV, Sci-Fi & Fantasy",A heartwarming tale about revenge.
s476,Movie,Hidden Dream,Tom Bennett,"Actor 5, Actor 266, Actor 75, Actor 30",Canada,"January 14, 2021",2018,PG,85 min,Horror Movies,A heartwarming tale about family.
s477,Movie,Eternal Game,Elena Petrova,"Actor 170, Actor 297, Actor 290, Actor 172, Actor 154, Actor 215",Japan,"January 16, 2017",2014,R,177 min,Horror Movies,A heartwarming tale about revenge.
s478,Movie,Beyond Legacy,Elena Petrova,"Actor 193, Actor 106, Actor 205, Actor 95",,"January 3, 2021",2021,PG,63 min,"Comedies, Documentaries, International TV Shows",A quirky tale about revenge.
s479,Movie,Final Garden,Aisha Khan,"Actor 16, Actor 102",Canada,"May 24, 2017",2016,TV-PG,103 min,"Action & Adventure, Documentaries, Sports Movies",A gripping tale about revenge.
s480,TV Show,Final Story,,"Actor 71, Actor 195",Mexico,"June 7, 2020",2020,PG-13,8 Seasons,"Sci-Fi & Fantasy, Crime TV Shows",A heartwarming tale about ambition.
s481,TV Show,Hidden Echo,,"Actor 34, Actor 61, Actor 74, Actor 67, Actor 98",Canada,"June 20, 2020",2018,TV-Y,4 Season,"Anime Series, Action & Adventure, Kids' TV",A thrilling tale about revenge.
s482,Movie,The Storm,Tom Bennett,"Actor 261, Actor 300, Actor 251",Canada,"November 20, 2021",2019,TV-14,81 min,"Romantic Movies, Sci-Fi & Fantasy, Horror Movies",A dark tale about love.
s483,Movie,Golden Journey,Aisha Khan,"Actor 270, Actor 248, Actor 254, Actor 243",France,"November 2, 2021",2019,R,88 min,Thrillers,A heartwarming tale about survival.
s484,Movie,Broken Echo,David Lee,"Actor 81, Actor 192, Actor 131, Actor 282, Actor 44, Actor 69",Nigeria,"September 12, 2015",2012,R,134 min,Thrillers,A dark tale about ambition.
s485,Movie,Golden Game,David Lee,"Actor 189, Actor 255, Actor 163, Actor 140, Actor 196",United States,"May 21, 2015",2014,TV-14,105 min,International TV Shows,A dark tale about ambition.
s486,Movie,A Garden,Tom Bennett,"Actor 51, Actor 61, Actor 37",Japan,"June 7, 2011",2010,PG,92 min,"Stand-Up Comedy, Reality TV",A thrilling tale about revenge.
s487,TV Show,Last Empire,,"Actor 134, Actor 5, Actor 154, Actor 145, Actor 178, Actor 207",South Korea,"August 21, 2020",2020,NR,3 Seasons,Action & Adventure,A heartwarming tale about survival.
s488,Movie,Hidden Garden,,"Actor 237, Actor 175, Actor 44, Actor 161, Actor 97",South Korea,"April 15, 2021",2020,TV-G,169 min,"Dramas, Crime TV Shows, Documentaries",A dark tale about revenge.
s489,Movie,Lost Kingdom,Elena Petrova,"Actor 174, Actor 116, Actor 215, Actor 218",Mexico,"May 11, 2021",2020,TV-MA,132 min,Sports Movies,A heartwarming tale about revenge.
s490,TV Show,Midnight Heart,,"Actor 294, Actor 201, Actor 196, Actor 105, Actor 201, Actor 33",Germany,"February 11, 2020",2017,TV-G,5 Seasons,Comedies,A dark tale about revenge.
s491,Movie,Lost Heart,Elena Petrova,"Actor 96, Actor 102",India,"May 7, 2021",2021,R,97 min,"Kids' TV, Comedies, Thrillers",A gripping tale about love.
s492,Movie,Last Dream,David Lee,"Actor 81, Actor 57, Actor 67, Actor 275, Actor 215",Spain,"April 5, 2021",2020,R,99 min,"Reality TV, Stand-Up Comedy",A quirky tale about revenge.
s493,Movie,Secret Heart,Maria Gonzalez,"Actor 235, Actor 142, Actor 104, Actor 4, Actor 74, Actor 229",India,"April 17, 2021",2020,PG,176 min,"Sports Movies, Thrillers, Reality TV",A quirky tale about ambition.
s494,Movie,A Shadow,,"Actor 178, Actor 153, Actor 201, Actor 90, Actor 213",Canada,"December 14, 2018",2014,TV-G,109 min,"Documentaries, Stand-Up Comedy, Anime Series",A gripping tale about survival.
s495,TV Show,The Legacy,,"Actor 141, Actor 276, Actor 150",Mexico,"August 14, 2021",2021,NR,2 Seasons,Sci-Fi & Fantasy,A gripping tale about ambition.
s496,TV Show,Midnight Truth,,"Actor 85, Actor 130, Actor 107, Actor 260, Actor 23",Spain,"July 11, 2013",2010,TV-Y,4 Seasons,Dramas,A thrilling tale about family.
s497,TV Show,Last Dream,,"Actor 249, Actor 237, Actor 35, Actor 43, Actor 281",Mexico,"March 16, 2018",2015,PG-13,3 Seasons,Anime Series,A gripping tale about revenge.
s498,Movie,Silent Code,David Lee,"Actor 40, Actor 6, Actor 140",United Kingdom,"April 23, 2018",2017,TV-MA,174 min,"Kids' TV, Action & Adventure, Thrillers",A gripping tale about ambition.
s499,Movie,Lost Storm,Susan Carter,"Actor 158, Actor 228, Actor 27, Actor 3, Actor 25",Nigeria,"April 12, 2018",2017,R,85 min,Dramas,A quirky tale about family.
s500,TV Show,Midnight Empire,,"Actor 33, Actor 113, Actor 50",Nigeria,"December 6, 2021",2020,TV-MA,7 Seasons,Reality TV,A thrilling tale about love.
s501,Movie,Beyond Heart,Maria Gonzalez,"Actor 203, Actor 220, Actor 62, Actor 119, Actor 110, Actor 55",Japan,"July 21, 2016",2016,PG,61 min,"Action & Adventure, Thrillers",A heartwarming tale about family.
s502,Movie,Secret Storm,,"Actor 23, Actor 35, Actor 112, Actor 211",France,"February 23, 2021",2020,NR,161 min,"Documentaries, International TV Shows, Comedies",A dark tale about love.
s503,TV Show,Lost Truth,,"Actor 171, Actor 90, Actor 163",,"June 1, 2019",2019,TV-G,7 Seasons,"Stand-Up Comedy, Action & Adventure, Kids' TV",A dark tale about family.
s504,Movie,Hidden Garden,Susan Carter,"Actor 122, Actor 220, Actor 125, Actor 41",United States,"May 7, 2017",2014,TV-PG,108 min,Horror Movies,A gripping tale about revenge.
s505,TV Show,Hidden Game,,"Actor 69, Actor 143, Actor 163, Actor 21",Germany,"November 27, 2021",2020,PG-13,1 Seasons,"Crime TV Shows, Sports Movies, Action & Adventure",A heartwarming tale about ambition.
s506,Movie,Final Storm,Maria Gonzalez,"Actor 196, Actor 267, Actor 165",United Kingdom,"February 28, 2017",2017,TV-G,68 min,Dramas,A heartwarming tale about revenge.
s507,Movie,Last Heart,,"Actor 121, Actor 260, Actor 41",South Korea,"March 24, 2021",2019,R,91 min,"Documentaries, Anime Series",A heartwarming tale about love.
s508,Movie,Golden Storm,Maria Gonzalez,"Actor 247, Actor 41, Actor 185, Actor 204",South Korea,"July 17, 2017",2014,TV-Y,157 min,Reality TV,A quirky tale about family.
s509,TV Show,Broken Empire,,"Actor 154, Actor 276",United Kingdom,"May 13, 2019",2018,TV-G,5 Seasons,"Romantic Movies, Kids' TV",A dark tale about survival.
s510,Movie,Last Code,Elena Petrova,"Actor 80, Actor 98, Actor 3",United States,"August 13, 2021",2020,TV-Y,180 min,"Stand-Up Comedy, Crime TV Shows",A quirky tale about survival.
s511,Movie,Hidden Story,David Lee,"Actor 64, Actor 198",,"July 9, 2019",2018,PG,125 min,"Thrillers, Horror Movies, Stand-Up Comedy",A thrilling tale about family.
s512,Movie,Final Truth,Maria Gonzalez,"Actor 245, Actor 18, Actor 186",Mexico,"December 22, 2019",2019,TV-PG,93 min,"Thrillers, Horror Movies, Documentaries",A thrilling tale about revenge.
s513,Movie,Eternal Empire,Kenji Watanabe,"Actor 60, Actor 48",Mexico,"July 23, 2021",2019,TV-14,126 min,Sports Movies,A quirky tale about revenge.
s514,TV Show,Secret Code,,"Actor 257, Actor 273, Actor 196, Actor 158",Australia,"February 21, 2017",2017,PG,3 Seasons,"Action & Adventure, Stand-Up Comedy, Romantic Movies",A thrilling tale about family.
s515,TV Show,Rising Game,,"Actor 50, Actor 36",Nigeria,"July 21, 2021",2019,PG-13,7 Seasons,Crime TV Shows,A heartwarming tale about revenge.
s516,Movie,Last City,Susan Carter,"Actor 291, Actor 109, Actor 96, Actor 103, Actor 31",Australia,"May 28, 2016",2015,TV-Y,116 min,"Sports Movies, Anime Series, Comedies",A heartwarming tale about family.
s517,Movie,Broken Story,Tom Bennett,"Actor 176, Actor 16",Brazil,"November 25, 2018",2015,TV-14,61 min,International TV Shows,A gripping tale about ambition.
s518,TV Show,The Story,,"Actor 268, Actor 4, Actor 193",Brazil,"August 16, 2020",2018,PG,7 Seasons,"Horror Movies, Crime TV Shows",A thrilling tale about revenge.
s519,TV Show,Eternal Truth,,"Actor 30, Actor 183, Actor 170, Actor 52, Actor 2",Spain,"December 27, 2021",2020,TV-PG,1 Seasons,"International TV Shows, Stand-Up Comedy, Sci-Fi & Fantasy",A heartwarming tale about love.
s520,Movie,Eternal Storm,Elena Petrova,"Actor 212, Actor 97, Actor 2, Actor 165, Actor 9, Actor 185",,"November 15, 2013",2011,R,137 min,"Romantic Movies, Stand-Up Comedy",A dark tale about family.
s521,Movie,Final Echo,Elena Petrova,"Actor 198, Actor 151",Brazil,"September 19, 2016",2015,NR,64 min,Thrillers,A gripping tale about love.
s522,TV Show,Silent Empire,,"Actor 87, Actor 229, Actor 60, Actor 247, Actor 277",Canada,"November 23, 2016",2015,TV-14,2 Seasons,"Dramas, Documentaries, Crime TV Shows",A quirky tale about love.
s523,Movie,Secret Storm,Elena Petrova,"Actor 70, Actor 274",Mexico,"December 11, 2019",2019,R,179 min,"Sci-Fi & Fantasy, Anime Series, Comedies",A thrilling tale about survival.
s524,TV Show,Lost Code,,"Actor 288, Actor 224, Actor 120, Actor 115, Actor 133",India,"February 11, 2016",2016,R,2 Seasons,Reality TV,A thrilling tale about survival.
s525,Movie,The Shadow,Rajiv Mehta,"Actor 275, Actor 98, Actor 199, Actor 217, Actor 164, Actor 187",Nigeria,"September 22, 2020",2019,R,73 min,"Dramas, Kids' TV",A quirky tale about love.
s526,Movie,Secret Empire,Maria Gonzalez,"Actor 234, Actor 76, Actor 146, Actor 75, Actor 18",Brazil,"December 4, 2020",2016,PG-13,168 min,"Anime Series, Thrillers, Horror Movies",A heartwarming tale about survival.
s527,Movie,Broken Kingdom,Aisha Khan,"Actor 108, Actor 116, Actor 27",,"August 24, 2021",2020,TV-Y,98 min,"Sports Movies, Reality TV, Documentaries",A gripping tale about ambition.
s528,Movie,Broken Storm,Elena Petrova,"Actor 201, Actor 201, Actor 37, Actor 271",Australia,"December 28, 2017",2016,NR,110 min,Documentaries,A thrilling tale about ambition.
s529,TV Show,The Empire,,"Actor 235, Actor 84, Actor 296, Actor 71",Spain,"March 7, 2021",2019,R,4 Season,"Stand-Up Comedy, Reality TV",A dark tale about family.
s530,Movie,Rising Journey,David Lee,"Actor 87, Actor 29, Actor 50, Actor 183, Actor 243",United Kingdom,"September 21, 2021",2021,PG,135 min,"Documentaries, Horror Movies",A quirky tale about revenge.
s531,Movie,Beyond Truth,Elena Petrova,"Actor 89, Actor 193, Actor 46, Actor 238",,"May 21, 2021",2020,TV-G,107 min,Comedies,A gripping tale about family.
s532,Movie,Eternal Storm,,"Actor 12, Actor 294, Actor 294",Spain,"October 6, 2016",2016,TV-Y,121 min,"Stand-Up Comedy, Romantic Movies, International TV Shows",A dark tale about revenge.
s533,Movie,A Code,,"Actor 208, Actor 11, Actor 202",Germany,"August 3, 2021",2020,NR,167 min,"Kids' TV, Stand-Up Comedy, Sci-Fi & Fantasy",A gripping tale about revenge.
s534,TV Show,Final Story,,"Actor 93, Actor 3, Actor 285",Spain,"January 5, 2020",2020,R,3 Seasons,"International TV Shows, Reality TV, Sci-Fi & Fantasy",A gripping tale about family.
s535,TV Show,Silent Shadow,,"Actor 279, Actor 88, Actor 217, Actor 1",Canada,"May 22, 2020",2016,NR,8 Seasons,"Thrillers, Stand-Up Comedy, Crime TV Shows",A dark tale about love.
s536,Movie,Silent Legacy,Susan Carter,"Actor 122, Actor 19",Canada,"March 20, 2015",2014,NR,87 min,"Crime TV Shows, International TV Shows, Documentaries",A dark tale about survival.
s537,Movie,Secret Shadow,David Lee,"Actor 205, Actor 234, Actor 43",France,"September 7, 2020",2019,TV-14,140 min,"International TV Shows, Horror Movies, Stand-Up Comedy",A heartwarming tale about love.
s538,Movie,Eternal Empire,,"Actor 84, Actor 215, Actor 79, Actor 162, Actor 223, Actor 195",United States,"February 9, 2021",2021,TV-14,128 min,Horror Movies,A dark tale about survival.
s539,Movie,Eternal Story,Aisha Khan,"Actor 140, Actor 75, Actor 116, Actor 141",United States,"July 4, 2014",2013,TV-14,82 min,"Stand-Up Comedy, International TV Shows, Anime Series",A quirky tale about family.
s540,Movie,Lost Heart,Tom Bennett,"Actor 139, Actor 51, Actor 25, Actor 88, Actor 163, Actor 200",United Kingdom,"September 20, 2021",2017,TV-Y,121 min,"Documentaries, International TV Shows, Dramas",A dark tale about revenge.
s541,Movie,Last Truth,,"Actor 28, Actor 190, Actor 128, Actor 215",Australia,"June 26, 2021",2018,TV-G,124 min,"International TV Shows, Romantic Movies",A dark tale about revenge.
s542,Movie,Rising Story,Tom Bennett,"Actor 161, Actor 47, Actor 41, Actor 40, Actor 123",India,"February 24, 2014",2014,PG-13,130 min,"Sci-Fi & Fantasy, Reality TV",A gripping tale about survival.
s543,Movie,Final Code,Kenji Watanabe,"Actor 255, Actor 264, Actor 273, Actor 64, Actor 208",United States,"December 14, 2019",2019,NR,155 min,"Action & Adventure, Stand-Up Comedy",A dark tale about ambition.
s544,Movie,Golden Journey,,"Actor 116, Actor 90, Actor 39, Actor 188, Actor 69, Actor 264",Japan,"August 13, 2021",2021,TV-PG,107 min,Crime TV Shows,A heartwarming tale about ambition.
s545,TV Show,Rising Story,,"Actor 154, Actor 248, Actor 151, Actor 136",Canada,"July 7, 2012",2008,PG-13,9 Season,"Sports Movies, Anime Series",A quirky tale about family.
s546,Movie,Hidden Game,Aisha Khan,"Actor 182, Actor 55, Actor 3, Actor 180",,"June 1, 2021",2019,TV-14,115 min,"Action & Adventure, Comedies",A dark tale about ambition.
s547,TV Show,Broken Story,,"Actor 4, Actor 80, Actor 129, Actor 116, Actor 241",South Korea,"July 6, 2019",2017,NR,5 Seasons,"Horror Movies, Reality TV",A quirky tale about revenge.
s548,Movie,Lost Truth,Rajiv Mehta,"Actor 102, Actor 57, Actor 98, Actor 146",United States,"December 11, 2017",2014,TV-MA,80 min,"Action & Adventure, Thrillers, Horror Movies",A thrilling tale about family.
s549,Movie,Silent Game,,"Actor 167, Actor 205, Actor 257",Australia,"March 4, 2021",2021,TV-14,161 min,Documentaries,A heartwarming tale about love.
s550,Movie,Forgotten Storm,Maria Gonzalez,"Actor 176, Actor 220",Brazil,"August 10, 2021",2020,PG-13,122 min,Sci-Fi & Fantasy,A quirky tale about revenge.
s551,Movie,Lost City,Kenji Watanabe,"Actor 144, Actor 59, Actor 135",Australia,"April 16, 2018",2015,TV-14,149 min,"Kids' TV, Anime Series, Documentaries",A heartwarming tale about ambition.
s552,Movie,Last Legacy,Susan Carter,"Actor 206, Actor 20, Actor 141",Canada,"January 20, 2021",2021,R,71 min,Romantic Movies,A quirky tale about ambition.
s553,Movie,Eternal Legacy,Maria Gonzalez,"Actor 219, Actor 246, Actor 32, Actor 262",South Korea,"February 9, 2021",2019,PG,95 min,"Stand-Up Comedy, Romantic Movies",A heartwarming tale about love.
s554,TV Show,Last Kingdom,,"Actor 27, Actor 165",Canada,"October 4, 2018",2016,TV-Y,3 Seasons,"Crime TV Shows, Sports Movies",A thrilling tale about family.
s555,Movie,The Storm,,"Actor 170, Actor 185, Actor 186",Australia,"October 12, 2021",2020,R,143 min,"Action & Adventure, Anime Series",A quirky tale about family.
s556,TV Show,Last Storm,,"Actor 62, Actor 22, Actor 98, Actor 99, Actor 229, Actor 51",India,"June 10, 2021",2021,TV-G,4 Seasons,"Documentaries, Dramas, Sports Movies",A heartwarming tale about survival.
s557,Movie,Secret Echo,,"Actor 188, Actor 230, Actor 61, Actor 224",India,"September 26, 2021",2018,TV-MA,81 min,"International TV Shows, Stand-Up Comedy, Documentaries",A thrilling tale about family.
s558,TV Show,The Garden,,"Actor 204, Actor 254, Actor 273",,"March 15, 2018",2018,NR,7 Seasons,"Romantic Movies, Anime Series",A thrilling tale about revenge.
s559,Movie,Last Heart,Maria Gonzalez,"Actor 5, Actor 263, Actor 234, Actor 258, Actor 269, Actor 133",France,"December 9, 2021",2020,NR,75 min,Action & Adventure,A gripping tale about ambition.
s560,Movie,The Storm,Kenji Watanabe,"Actor 69, Actor 139, Actor 27, Actor 128",,"January 21, 2015",2015,PG,140 min,"Crime TV Shows, Sports Movies, Comedies",A dark tale about love.
s561,TV Show,Broken Echo,,"Actor 151, Actor 167, Actor 30, Actor 6, Actor 183, Actor 113",Australia,"May 1, 2021",2021,NR,2 Seasons,"International TV Shows, Reality TV, Horror Movies",A dark tale about ambition.
s562,Movie,Golden Legacy,Aisha Khan,"Actor 105, Actor 298, Actor 203, Actor 80",Spain,"June 5, 2018",2015,TV-G,71 min,"Documentaries, Thrillers",A heartwarming tale about revenge.
s563,Movie,Golden Code,Kenji Watanabe,"Actor 11, Actor 159, Actor 84, Actor 91",,"April 3, 2021",2017,TV-PG,69 min,"Action & Adventure, Thrillers",A quirky tale about family.
s564,TV Show,Last Code,,"Actor 52, Actor 194",South Korea,"November 2, 2010",2010,TV-PG,4 Seasons,"Documentaries, Horror Movies",A dark tale about family.
